,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,È‡Í ‚‹ŸŸ‘,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·Í ‚‹ŸŸ‘,
,2/16/2023,66,New Jersey,Netanya,Sales,2023,Male,Married,Oleh,6/27/2022,LY28,
,2/16/2023,33,New York,Í‹-–—Ÿ—,Account Manager,2023,Male,Single,Ezrach Oleh,12/6/2022,LY28,
,2/16/2023,23,Maryland,Beit She'an,Criminology,2023,Male,Single,Oleh,12/28/2022,LY28,
,2/20/2023,51,Quebec,Jerusalem,Other,2023,Female,Separated,Oleh,7/20/2022,AC405/AC080,
,2/20/2023,68,Ontario,Modi'in-Maccabim-Re'ut,Secretary,2023,Female,Married,Oleh,12/16/2022,AC80,
,2/20/2023,68,Ontario,Modi'in-Maccabim-Re'ut,Real Estate - Property Manager,2023,Male,Married,Oleh,12/16/2022,AC80,
,2/20/2023,25,Ontario,Tel Aviv-Yafo,Social Work,2023,Female,Single,Ezrach Oleh,12/13/2022,AC80,
,2/20/2023,24,Ontario,Tel Aviv-Yafo,E-commerce,2023,Male,Single,Oleh,9/30/2022,AC80,
,2/20/2023,28,,Petah Tikva,,2023,Male,Single,,,,
,2/20/2023,23,,Jerusalem,,2023,Male,Single,,,,
,2/21/2023,21,Connecticut,Jerusalem,,2023,Female,Single,,,,
,2/21/2023,23,,Netanya,,2023,Female,Single,,,,
,2/21/2023,78,,Ra'anana,Retirement,2023,Female,Widowed,,8/23/2022,,
,2/21/2023,56,Florida,Tel Aviv-Yafo,Insurance,2023,Female,Married,Oleh,12/5/2022,AA52,
,2/21/2023,61,Florida,Tel Aviv-Yafo,Law,2023,Male,Married,Oleh,12/5/2022,AA52,
,2/21/2023,72,New Jersey,Jerusalem,Retirement,2023,Female,Married,,,,
,2/21/2023,71,New Jersey,Jerusalem,Retirement,2023,Male,Married,,,,
,2/21/2023,38,,Tel Aviv-Yafo,,2023,Male,Married,,,,
,2/22/2023,61,New York,Jerusalem,Real Estate Developer,2023,Male,Divorced,,,,
,2/22/2023,22,California,Kibbutz Lavi,Linguistics,2023,Male,Single,,,,
,2/22/2023,28,New York,Tel Aviv-Yafo,Student,2023,Male,Married,Oleh,11/2/2022,LY26,
,2/22/2023,28,New York,Tel Aviv-Yafo,Social Work,2023,Female,Married,Oleh,11/2/2022,LY26,
,2/22/2023,1,New York,Tel Aviv-Yafo,,2023,Female,Child,Oleh,11/2/2022,LY26,
,2/22/2023,20,Quebec,Petah Tikva,Student,2023,Male,Single,Katin Chozer,11/8/2022,AC411/AC80,
,2/22/2023,20,,,Student,2023,Female,Single,,,,
,2/23/2023,57,New York,Jerusalem,Sales,2023,Female,Divorced,,,,
,2/23/2023,63,Maryland,Bat Yam,Lawyer,2023,Female,Married,Oleh,6/21/2022,LY02,
,2/23/2023,65,Maryland,Jerusalem,Physician,2023,Male,Married,Oleh,10/27/2021,UA72,
,2/23/2023,56,Maryland,Jerusalem,Massage Therapist,2023,Female,Married,Oleh,10/27/2021,UA72,
,2/23/2023,59,New York,Yad Binyamin,Student,2023,Male,Divorced,Oleh,1/14/2022,LY02,
,2/23/2023,33,New Jersey,Bet Shemesh,Lawyer,2023,Male,Married,,5/23/2022,,
,2/23/2023,63,New York,Jerusalem,Nurse,2023,Female,Divorced,Oleh,12/8/2022,LY02,
,2/23/2023,24,Pennsylvania,Jerusalem,Welder,2023,Male,Single,Oleh,11/14/2022,LY02,
,2/23/2023,24,New York,Jerusalem,Paralegal,2023,Female,Single,Oleh,9/15/2022,LY02,
,2/23/2023,22,California,Jerusalem,Unemployed,2023,Male,Single,Oleh,10/26/2022,LY02,
,2/23/2023,26,New York,Tel Aviv-Yafo,Data Scientist,2023,Male,Single,Ezrach Oleh,11/9/2022,LY02,
,2/26/2023,56,Ohio,Jerusalem,Speech Therapist/Pathologist,2023,Female,Married,,12/13/2022,,
,2/27/2023,34,California,,Finance - Investment,2023,Female,Single,,,,
,2/27/2023,66,Ontario,Rishon Letzion,Nurse,2023,Male,Engaged,,,,
,2/27/2023,30,Maryland,Modi'in-Maccabim-Re'ut,Programmer - Coding,2023,Male,Single,,,,
,2/27/2023,18,Maryland,Haifa,,2023,Male,Single,,,,
,2/28/2023,62,Washington,Jerusalem,Self Employed/Small Business,2023,Male,Divorced,Oleh,10/27/2022,LY06,
,2/28/2023,44,California,Haifa,Entrepreneur,2023,Male,Single,Oleh,10/7/2021,LY06,
,2/28/2023,79,Illinois,Modi'in-Maccabim-Re'ut,Law,2023,Female,Married,Oleh,8/17/2022,UA140,
,2/28/2023,80,Illinois,Modi'in-Maccabim-Re'ut,Physician,2023,Male,Married,Oleh,8/17/2022,UA140,
,3/1/2023,0,British Columbia,Nahariya,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),7/5/2022,AC80,
,3/1/2023,7,British Columbia,Nahariya,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),7/5/2022,AC80,
,3/1/2023,28,British Columbia,Nahariya,Unemployed,2023,Female,Married,Oleh,7/5/2022,AC80,
,3/1/2023,3,British Columbia,Nahariya,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),7/5/2022,AC80,
,3/1/2023,6,British Columbia,Nahariya,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),7/5/2022,AC80,
,3/1/2023,30,Maryland,Tel Aviv-Yafo,Education - English,2023,Female,Single,Oleh,8/29/2022,LY18,
,3/1/2023,30,,Jerusalem,,2023,Male,Married,,,,
,3/1/2023,37,,Jerusalem,Rabbinate,2023,Male,Married,,,,
,3/1/2023,2,,Jerusalem,,2023,Female,Child,,,,
,3/1/2023,37,,Jerusalem,Secretary,2023,Female,Married,,,,
,3/1/2023,4,,Jerusalem,,2023,Female,Child,,,,
,3/1/2023,6,,Jerusalem,,2023,Male,Child,,,,
,3/1/2023,8,,Jerusalem,,2023,Male,Child,,,,
,3/1/2023,10,,Jerusalem,,2023,Female,Child,,,,
,3/1/2023,12,,Jerusalem,,2023,Male,Child,,,,
,3/1/2023,14,,Jerusalem,,2023,Male,Child,,,,
,3/1/2023,65,Pennsylvania,Jerusalem,,2023,Female,Separated,,,,
,3/1/2023,58,Ontario,Efrat,Homemaker,2023,Female,Married,Ezrach Oleh,5/24/2022,AC80,
,3/1/2023,63,Ontario,Efrat,Entrepreneur,2023,Male,Married,Oleh,5/24/2022,AC80,
,3/1/2023,22,California,Kfar Adumim,Unemployed,2023,Male,Single,Oleh,6/21/2022,,
,3/1/2023,18,Illinois,Jerusalem,Student,2023,Female,Single,,,,
,3/1/2023,24,California,Bet Shemesh,Non Profit,2023,Male,Married,,,,
,3/1/2023,21,Texas,Jerusalem,Unemployed,2023,Male,Single,,,,
,3/1/2023,18,,Betar Illit,Student,2023,Male,Single,,,,
,3/1/2023,55,Pennsylvania,Jerusalem,Public Health,2023,Male,Single,,,,
,3/1/2023,26,,Jerusalem,Student,2023,Male,Married,,,,
,3/1/2023,45,California,Safed,Sales,2023,Male,Married,Oleh,12/15/2022,,
,3/1/2023,76,Nevada,Arad,Retirement,2023,Male,Married,Oleh,12/22/2022,LY06,
,3/1/2023,33,New York,Jerusalem,,2023,Male,Single,,,,
,3/1/2023,29,,Jerusalem,,2023,Male,Married,,,,
,3/1/2023,25,Texas,Modi'in-Maccabim-Re'ut,Business,2023,Female,Single,Katin Chozer,1/17/2023,LY18,
,3/1/2023,20,Georgia,Jerusalem,Student,2023,Male,Single,,,,
,3/1/2023,20,Florida,Kfar Pines,,2023,Male,Single,,,,
,3/1/2023,48,Florida,Eilat,Real Estate Agent,2023,Female,Married,Katin Chozer,1/19/2023,LY18,
,3/1/2023,6,Florida,Eilat,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),1/19/2023,LY18,
,3/1/2023,5,Florida,Eilat,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),1/19/2023,LY18,
,3/1/2023,5,Florida,Eilat,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),1/19/2023,LY18,
,3/1/2023,3,Florida,Eilat,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),1/19/2023,LY18,
,3/1/2023,18,,Jerusalem,,2023,Female,Engaged,,,,
,3/2/2023,63,New York,Mesilat Zion,Therapy/Counseling,2023,Male,Married,Oleh Miyom Shuvo,8/1/2022,LY18,
,3/2/2023,0,New Jersey,Efrat,,2023,Female,Child,,1/23/2023,,
,3/2/2023,29,New Jersey,Efrat,Psychologist - Clinical,2023,Female,Married,,1/23/2023,,
,3/2/2023,28,New Jersey,Efrat,Engineer - Mechanical,2023,Male,Married,,1/23/2023,,
,3/3/2023,18,California,Herzliya,Student,2023,Male,Single,,,,
,3/4/2023,27,New York,Tel Aviv-Yafo,Project Manager,2023,Female,Single,,2/28/2023,,
,3/7/2023,69,Texas,Rehovot,Engineer - Electrical,2023,Male,Divorced,Oleh,12/6/2022,LY18,
,3/8/2023,74,New York,Herzliya,Rabbinate,2023,Male,Married,Oleh,9/8/2022,UA85,
,3/8/2023,24,Texas,Ra'anana,Software Engineer,2023,Male,Single,Oleh,7/18/2022,AC80,
,3/8/2023,60,Georgia,Netanya,Non Profit,2023,Female,Married,Temporary Resident,,,
,3/9/2023,72,Florida,Netanya,Retirement,2023,Male,Widowed,Oleh,6/23/2022,LY18,
,3/9/2023,82,Florida,Ramat Beit Shemesh,Retirement,2023,Male,Married,Oleh,7/26/2022,LY18,
,3/9/2023,39,Illinois,Afula,Operations,2023,Male,Married,Oleh,6/8/2022,LY18,
,3/9/2023,76,Florida,Jerusalem,Business,2023,Male,Widowed,Oleh,12/14/2021,LY18,
,3/10/2023,67,New Jersey,Jerusalem,Education Administration,2023,Female,Married,Oleh,11/21/2022,LY28,
,3/10/2023,72,New Jersey,Jerusalem,Education Other,2023,Male,Married,Oleh,11/21/2022,LY28,
,3/12/2023,23,Pennsylvania,Ashkelon,Student,2023,Male,Single,Oleh,12/7/2022,LY26,
,3/13/2023,20,Florida,Kibbutz Ein HaHoresh,Student,2023,Female,Single,,,,
,3/14/2023,75,California,Ashdod,Fashion,2023,Female,Married,Oleh,10/3/2022,LY06,
,3/14/2023,73,California,Ashdod,Fashion,2023,Male,Married,Oleh,10/3/2022,LY06,
,3/14/2023,44,California,tel aviv,Lawyer,2023,Female,Divorced,Oleh,6/15/2021,LY06,
,3/14/2023,19,California,Jerusalem,Student,2023,Female,Single,Oleh,2/15/2023,LY06,
,3/14/2023,71,California,Bet Shemesh,Retirement,2023,Female,Married,Oleh,11/23/2022,LY06,
,3/14/2023,80,California,Bet Shemesh,Retirement,2023,Male,Married,Oleh,11/23/2022,LY06,
,3/15/2023,79,New York,Modi'in-Maccabim-Re'ut,Assistant Manager,2023,Male,Married,Oleh,4/29/2022,LY28,
,3/15/2023,76,New Jersey,ŸË’È‹Ÿ›,Retirement,2023,Female,Single,Oleh,9/16/2022,LY28,
,3/15/2023,20,Ontario,Herzliya,Student,2023,Female,Single,,,,
,3/15/2023,61,Maine,Petah Tikva,Education Administration,2023,Female,Divorced,Oleh,12/29/2022,LY28,
,3/15/2023,56,New Hampshire,Jerusalem,Admin Assistant,2023,Female,Married,Oleh,12/29/2022,LY28,
,3/15/2023,68,New Hampshire,Jerusalem,Electrician,2023,Male,Married,Oleh,12/29/2022,LY28,
,3/15/2023,94,California,Ra'anana,Physician,2023,Male,Widowed,,,,
,3/15/2023,63,Florida,Ra'anana,Retirement,2023,Female,Married,,,,
,3/15/2023,65,Florida,Ra'anana,Retirement,2023,Male,Married,,,,
,3/15/2023,30,Georgia,Jerusalem,Programmer - Coding,2023,Male,Single,Oleh,8/29/2022,LY28,
,3/15/2023,67,Ontario,Jerusalem,CEO,2023,Male,Married,Oleh,11/2/2022,LY28,
,3/15/2023,83,New York,Jerusalem,Other,2023,Female,Divorced,Oleh,1/17/2023,LY28,
,3/15/2023,39,Ontario,Jerusalem,Lawyer,2023,Male,Single,Oleh,11/14/2022,LY28,
,3/15/2023,27,New York,Rehovot,Student,2023,Female,Single,Oleh,6/7/2022,LY28,
,3/15/2023,31,New York,Bet Shemesh,Software Engineer,2023,Male,Married,Oleh,11/28/2022,LY28,
,3/15/2023,28,New York,Bet Shemesh,Web Developer,2023,Female,Married,Oleh,11/28/2022,LY28,
,3/15/2023,1,New York,Bet Shemesh,,2023,Male,Child,Oleh,11/28/2022,LY28,
,3/15/2023,64,Maryland,Netanya,Skilled Work,2023,Female,Married,Oleh,12/1/2022,LY28,
,3/15/2023,64,Maryland,Netanya,Physician,2023,Male,Married,Oleh,12/1/2022,LY28,
,3/15/2023,24,New Jersey,Ramat Gan,Unemployed,2023,Male,Single,,,,
,3/15/2023,25,Tennessee,Haifa,Student,2023,Female,Single,Oleh,10/6/2022,LY28,
,3/15/2023,72,Maryland,Jerusalem,Retirement,2023,Female,Married,Oleh,1/19/2023,LY28,
,3/15/2023,73,Maryland,Jerusalem,Retirement,2023,Male,Married,Oleh,1/19/2023,LY28,
,3/15/2023,18,,Jerusalem,,2023,Female,Single,,,,
,3/15/2023,70,Pennsylvania,Jerusalem,Finance - CFO,2023,Male,Married,Oleh Miyom Shuvo,12/8/2022,LY28,
,3/15/2023,68,Pennsylvania,Jerusalem,Operations,2023,Female,Married,Oleh,12/8/2022,LY28,
,3/15/2023,25,New York,Ashkelon,Software Engineer,2023,Female,Married,,,,
,3/15/2023,84,California,Bet Shemesh,Jewelry/Diamonds,2023,Male,Widowed,Oleh,11/14/2022,LY28,
,3/15/2023,38,,Tel Aviv-Yafo,,2023,Male,Single,,,,
,3/15/2023,25,California,Tel Aviv-Yafo,Yoga Instructor,2023,Female,Separated,,,,
,3/15/2023,21,,Jerusalem,,2023,Male,Single,,,,
,3/15/2023,27,Maryland,Tel Aviv-Yafo,Management Consultant,2023,Male,Single,,,,
,3/15/2023,22,Florida,Karnei Shomron,,2023,Male,Single,,,,
,3/15/2023,59,Virginia,Tel Aviv-Yafo,Medical Devices,2023,Male,Divorced,Oleh,1/3/2023,LY28,
,3/15/2023,47,Florida,Tel Aviv,Actor,2023,Female,Divorced,,,,
,3/15/2023,69,New York,Beit Shemesh,Education - Special,2023,Male,Married,,12/14/2022,LY28,
,3/15/2023,64,New York,Beit Shemesh,Homemaker,2023,Female,Married,,12/14/2022,LY28,
,3/15/2023,31,,Tel Aviv-Yafo,,2023,Female,Married,,,,
,3/15/2023,32,,Tel Aviv-Yafo,Hi Tech General,2023,Male,Married,,,,
,3/15/2023,42,New York,Tel Aviv-Yafo,Writer,2023,Male,Married,Oleh,12/1/2022,LY28,
,3/15/2023,23,Ontario,Tel Aviv-Yafo,,2023,Female,Single,,,,
,3/15/2023,34,,Jerusalem,Software Engineer,2023,Male,Married,,6/26/2018,,
,3/15/2023,34,,Jerusalem,Student,2023,Female,Married,,6/26/2018,,
,3/15/2023,5,,Jerusalem,,2023,Female,Child,,6/26/2018,,
,3/16/2023,69,Ohio,Ashkelon,Academia,2023,Female,Widowed,,,,
,3/16/2023,30,South Carolina,,Management,2023,Male,Single,,,,
,3/16/2023,18,Massachusetts,Ra'anana,,2023,Female,Single,,,,
,3/19/2023,44,New York,Betar Illit,Finance - Investment,2023,Male,Single,,,,
,3/21/2023,31,New York,Jerusalem,Education - English,2023,Female,Single,Ezrach Oleh,2/7/2023,UA90,
,3/21/2023,35,New Jersey,Jerusalem,Artist,2023,Male,Single,,,,
,3/21/2023,30,California,Jerusalem,Administration,2023,Female,Single,Oleh,1/11/2023,LY06,
,3/22/2023,80,Florida,Herzliya,Retirement,2023,Female,Widowed,,,,
,3/22/2023,69,New York,Jerusalem,Physician,2023,Male,Married,,3/4/2022,,
,3/22/2023,24,New York,Jerusalem,Brand Marketing Manager,2023,Male,Single,,,,
,3/22/2023,27,Florida,Tel Aviv-Yafo,Marketing Communications,2023,Female,Single,,,,
,3/22/2023,24,,Bnei Brak,,2023,Male,Married,,,,
,3/22/2023,28,,Tel Aviv-Yafo,Waiter,2023,Male,Single,,,,
,3/22/2023,5,,Jerusalem,,2023,Male,Child,,,,
,3/22/2023,28,,Jerusalem,Student,2023,Female,Married,,,,
,3/22/2023,3,,Jerusalem,,2023,Male,Child,,,,
,3/22/2023,72,Michigan,Jerusalem,Lawyer,2023,Male,Divorced,,,,
,3/22/2023,1,,Modi'in Ilit,,2023,Male,Child,,,,
,3/22/2023,9,,Modi'in Ilit,,2023,Male,Child,,,,
,3/22/2023,34,,Modi'in Ilit,Telemarketing,2023,Female,Married,,,,
,3/22/2023,36,,Modi'in Ilit,Student,2023,Male,Married,,,,
,3/22/2023,7,,Modi'in Ilit,,2023,Female,Child,,,,
,3/22/2023,5,,Modi'in Ilit,,2023,Male,Child,,,,
,3/22/2023,3,,Modi'in Ilit,,2023,Male,Child,,,,
,3/22/2023,22,New York,Tel Aviv-Yafo,,2023,Female,Single,,,,
,3/22/2023,24,New York,Netanya,Athlete,2023,Male,Single,,,,
,3/22/2023,73,Rhode Island,Ra'anana,Rabbinate,2023,Male,Married,,12/22/2022,,
,3/22/2023,73,Rhode Island,Ra'anana,Education Other,2023,Female,Married,,12/22/2022,,
,3/22/2023,61,California,Jerusalem,Writer,2023,Female,Married,,12/21/2022,,
,3/22/2023,23,Quebec,Meitar,Software Engineer,2023,Male,Single,Oleh,,,
,3/22/2023,30,,Jerusalem,,2023,Male,Married,,,,
,3/22/2023,21,,Jerusalem,,2023,Female,Single,,,,
,3/22/2023,21,New Jersey,Jerusalem,Other,2023,Male,Single,,,,
,3/22/2023,21,Florida,Ma'ale Adumim,Education - Jewish,2023,Male,Single,,,,
,3/22/2023,28,Ontario,Jerusalem,Student,2023,Male,Single,,,,
,3/22/2023,24,,Jerusalem,,2023,Female,Married,,,,
,3/22/2023,23,,Jerusalem,,2023,Female,Single,Oleh,,,
,3/22/2023,48,Massachusetts,Beersheba,Software Architect,2023,Male,Married,,,,
,3/22/2023,27,New York,Manhattan,Social Work,2023,Female,Single,,10/13/2022,,
,3/22/2023,26,British Columbia,Netanya,Other,2023,Female,Single,,,,
,3/22/2023,71,California,Ra'anana,Computer Technician,2023,Male,Married,Oleh Miyom Shuvo,12/27/2022,UA90,
,3/22/2023,69,California,Ra'anana,Non Profit,2023,Female,Married,Oleh,12/27/2022,UA90,
,3/22/2023,18,,Modi'in Ilit,Student,2023,Female,Single,,,,
,3/22/2023,74,New York,Jerusalem,Retirement,2023,Male,Married,,,,
,3/22/2023,76,New York,Jerusalem,Retirement,2023,Female,Married,,,,
,3/22/2023,59,California,Jerusalem,Engineer - Mechanical,2023,Male,Married,,,,
,3/22/2023,23,New Jersey,Jerusalem,Student,2023,Female,Single,,,,
,3/22/2023,19,,Jerusalem,,2023,Female,Single,,,,
,3/22/2023,41,,Tel Aviv-Yafo,,2023,Female,Single,,,,
,3/22/2023,22,,—ŸÍË ‚Ÿ‹ŸÍ,Student,2023,Male,Married,,,,
,3/22/2023,33,New Jersey,Tel Aviv-Yafo,Other,2023,Female,Single,,,,
,3/22/2023,31,,Betar Illit,Kollel,2023,Male,Married,,,,
,3/22/2023,24,,Jerusalem,,2023,Male,Married,,,,
,3/22/2023,25,,Jerusalem,,2023,Female,Married,,,,
,3/22/2023,3,,Jerusalem,,2023,Female,Child,,,,
,3/22/2023,2,,Jerusalem,,2023,Male,Child,,,,
,3/22/2023,36,,Ma'ale Amos,Education Other,2023,Male,Married,,,,
,3/22/2023,74,Pennsylvania,ﬁÊ‰‘ Ëﬁ’ﬂ,Management,2023,Male,Married,,,,
,3/22/2023,22,New York,€‰Ë ﬁ·ËŸÁ,,2023,Female,Single,,,,
,3/22/2023,69,New York,Jerusalem,,2023,Female,Married,,,,
,3/22/2023,19,Florida,Eilat,Student,2023,Female,Single,,,,
,3/22/2023,64,,Jerusalem,,2023,Female,Married,,,,
,3/22/2023,25,Florida,Tel Aviv-Yafo,Software Engineer,2023,Male,Single,,,,
,3/22/2023,3,,Bnei Brak,,2023,Male,Child,,,,
,3/22/2023,1,,Bnei Brak,,2023,Female,Child,,,,
,3/22/2023,23,Virginia,Tel Aviv-Yafo,Graphic Designer - Web,2023,Female,Single,,,,
,3/22/2023,20,New York,Be'er Sheva,Student,2023,Male,Single,,,,
,3/22/2023,20,,Jerusalem,,2023,Female,Single,,,,
,3/22/2023,20,Florida,Jerusalem,Secretary,2023,Female,Married,,,,
,3/22/2023,19,,Jerusalem,,2023,Female,Single,,,,
,3/22/2023,20,New Jersey,€‰Ë ﬁ·ËŸÁ,,2023,Female,Single,,,,
,3/22/2023,22,,Jerusalem,,2023,Female,Single,,,,
,3/22/2023,23,,Jerusalem,,2023,Female,Married,,,,
,3/22/2023,28,,Jerusalem,,2023,Male,Married,,,,
,3/22/2023,2,,Jerusalem,,2023,Male,Child,,,,
,3/22/2023,23,,Tel Aviv-Yafo,,2023,Female,Single,,,,
,3/22/2023,34,,Tel Aviv-Yafo,,2023,Male,Single,,,,
,3/22/2023,25,,Jerusalem,,2023,Female,Married,,,,
,3/22/2023,32,Quebec,Jerusalem,Unemployed,2023,Male,Single,,,,
,3/22/2023,29,,Bat Yam,Actuary,2023,Male,Single,,,,
,3/23/2023,0,California,Ashdod,,2023,Male,Child,Oleh,2/13/2023,LY06,
,3/23/2023,1,California,Ashdod,,2023,Female,Child,Oleh,2/13/2023,LY06,
,3/23/2023,23,California,Ashdod,Entrepreneur,2023,Male,Married,Ezrach Oleh,2/13/2023,LY06,
,3/23/2023,27,California,Ashdod,Business,2023,Female,Married,Oleh,2/13/2023,LY06,
,3/23/2023,23,New York,Jerusalem,Marketing - Hi Tech,2023,Male,Single,Oleh,12/5/2022,LY28,
,3/23/2023,80,New York,Jerusalem,Academia,2023,Male,Married,Oleh,7/18/2022,LY28,
,3/23/2023,75,New York,Jerusalem,Occupational Therapist,2023,Female,Married,Oleh,7/18/2022,LY28,
,3/23/2023,52,Tennessee,Beit Shemesh,Education - Special,2023,Female,Married,Oleh,12/29/2022,LY28,
,3/23/2023,56,Tennessee,Beit Shemesh,Non Profit,2023,Male,Married,Oleh,12/29/2022,LY28,
,3/23/2023,44,New York,Jerusalem,Internet Marketing,2023,Male,Single,Oleh,7/20/2022,UA84,
,3/23/2023,61,Kentucky,Tel Aviv,Programmer - Database Architect,2023,Female,Married,Oleh,5/30/2022,LY28,
,3/23/2023,63,Kentucky,Tel Aviv,IT,2023,Male,Married,Oleh,5/30/2022,LY28,
,3/23/2023,31,Ontario,Tel Aviv-Yafo,Sales - Hi Tech,2023,Male,Single,Oleh,1/17/2023,AC80,
,3/26/2023,30,,Modi'in Ilit,Student,2023,Male,Married,,,,
,3/27/2023,35,New Hampshire,Tel Aviv-Yafo,Alternative Medicine,2023,Female,Divorced,Oleh,12/12/2022,LY26,
,3/27/2023,75,Florida,Safed,Retirement,2023,Female,Divorced,Oleh,12/16/2019,LY18,
,3/27/2023,69,New Jersey,Ramat Gan,Engineer - Mechanical,2023,Male,Married,Oleh,11/3/2022,LY26,
,3/27/2023,70,New Jersey,Ramat Gan,Physician,2023,Female,Married,Oleh,11/3/2022,LY26,
,3/27/2023,61,New York,Jerusalem,Ultrasound Technician,2023,Female,Single,Oleh,6/2/2021,LY26,
,3/27/2023,0,New Jersey,Bet Shemesh,,2023,,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,2,New Jersey,Bet Shemesh,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,16,New Jersey,Bet Shemesh,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,11,New Jersey,Bet Shemesh,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,14,New Jersey,Bet Shemesh,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,12,New Jersey,Bet Shemesh,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,8,New Jersey,Bet Shemesh,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,6,New Jersey,Bet Shemesh,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,9,New Jersey,Bet Shemesh,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,37,New Jersey,Bet Shemesh,Secretary,2023,Female,Married,Oleh,6/29/2022,LY26,
,3/27/2023,38,New Jersey,Bet Shemesh,System Engineer/Administrator,2023,Male,Married,Katin Chozer,6/29/2022,LY26,
,3/27/2023,5,New Jersey,Bet Shemesh,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,3,New Jersey,Bet Shemesh,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/29/2022,LY26,
,3/27/2023,55,Florida,Hertsliya,Banking - Other,2023,Male,Married,Oleh,11/15/2022,LY18,
,3/27/2023,0,New York,Bet Shemesh,,2023,Female,Child,Oleh,1/19/2023,LY26,
,3/27/2023,28,New York,Bet Shemesh,Account Manager,2023,Female,Married,Oleh,1/19/2023,LY26,
,3/27/2023,31,New York,Bet Shemesh,Mashgiach,2023,Male,Married,Oleh,1/19/2023,LY26,
,3/27/2023,44,Massachusetts,Tel Aviv-Yafo,Urban Planner,2023,Female,Married,Oleh,2/23/2022,DL248,
,3/27/2023,40,Massachusetts,Tel Aviv-Yafo,Business,2023,Male,Married,Oleh,2/23/2022,DL248,
,3/27/2023,35,Michigan,Ra'anana,Lawyer,2023,Female,Married,Oleh,1/23/2023,AC80,
,3/27/2023,86,New York,Jerusalem,Retirement,2023,Female,Married,Oleh,7/20/2022,LY26,
,3/27/2023,98,New York,Jerusalem,Retirement,2023,Male,Married,Oleh,7/20/2022,LY26,
,3/27/2023,24,Florida,Tel Aviv-Yafo,Athlete,2023,Male,Single,Oleh,11/2/2022,LY18,
,3/27/2023,18,,Betar Illit,Student,2023,Male,Single,Ezrach Oleh,6/17/2022,LY26,
,3/27/2023,70,Florida,Jerusalem,Lawyer,2023,Male,Married,Oleh,11/1/2022,LY18,
,3/27/2023,70,Florida,Jerusalem,Physician,2023,Female,Married,Oleh,11/1/2022,LY18,
,3/27/2023,86,Ontario,Jerusalem,Nurse,2023,Female,Widowed,Oleh,1/23/2023,LY26,
,3/27/2023,92,Florida,Jerusalem,Speech Therapist/Pathologist,2023,Female,Widowed,Oleh,1/19/2023,LY18,
,3/27/2023,28,Virginia,Jerusalem,Finance - Analyst,2023,Male,Single,Oleh,12/19/2022,LY002,
,3/28/2023,67,New York,Karnei Shomron,Accountant,2023,Female,Divorced,Oleh,2/16/2023,UA84,
,3/28/2023,70,New York,Kfar Habad,Academia,2023,Male,Married,Oleh,12/13/2022,LY02,
,3/28/2023,61,New York,Jerusalem,Homemaker,2023,Female,Married,Oleh,5/5/2021,LY02,
,3/28/2023,58,New York,Jerusalem,Fintech,2023,Male,Married,Oleh,5/5/2021,LY02,
,3/28/2023,70,New York,jerusalem,Linguistics,2023,Male,Married,Oleh,9/6/2022,LY02,
,3/28/2023,58,New York,jerusalem,Academia,2023,Female,Married,Ezrach Oleh,9/6/2022,LY02,
