,,,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·‘,‘ÈÍŸŸ€’Í ”ÍŸÍ,Í’–Ë,
,,,2/8/2023,59,Ontario,Harish,Homemaker,Female,Married,Oleh,11/8/2022,AC80,Orthodox,Masters Degree,
,,,2/8/2023,24,California,Holon,Childcare,Female,Single,Oleh,10/19/2022,LY06,Conservative,Diploma/GED,
,,,2/8/2023,20,California,Haifa,,Female,Single,Katin Chozer,12/12/2022,LY06,Conservative,,
,,,2/8/2023,21,,Herzliya,,Female,Single,,,,Other,,
,,,2/10/2023,52,New York,Bat Yam,Administration,Male,Married,,12/1/2022,,Masorti,,
,,,2/10/2023,24,New York,Or Yehuda,Law,Male,Single,,,,Chabad,Associates Degree,
,,,2/13/2023,68,New York,Jerusalem,Retirement,Female,Married,Oleh,11/16/2022,LY02,Orthodox,Masters Degree,
,,,2/13/2023,66,New York,Jerusalem,Project Manager,Male,Married,Oleh,11/16/2022,LY02,Orthodox,Masters Degree,
,,,2/13/2023,25,California,Tel Aviv-Yafo,Social Media Manager,Female,Single,,,,Reform,,
,,,2/14/2023,64,Maryland,Efrat,Physician,Male,Married,Oleh,8/16/2021,UA90,Modern Orthodox,Doctorate Degree,
,,,2/14/2023,65,Maryland,Efrat,Homemaker,Female,Married,Oleh,8/16/2021,UA90,Modern Orthodox,Masters Degree,
,,,2/15/2023,59,California,Tel Aviv-Yafo,Finance - Investment,Female,Divorced,Oleh,8/24/2022,UA215/UA954,Modern Orthodox,,
,,,2/15/2023,32,,Jerusalem,,Female,Single,,,,Reform,,
,,,2/15/2023,37,,Jerusalem,,Male,Single,,,,Modern Orthodox,,
,,,2/16/2023,83,New York,Jerusalem,Physician,Male,Married,Oleh,9/22/2022,LY28,Modern Orthodox,,
,,,2/16/2023,76,New York,Jerusalem,Physician,Female,Married,Oleh,9/22/2022,LY28,Modern Orthodox,Doctorate Degree,
,,,2/16/2023,67,Massachusetts,Zikhron Ya'akov,Engineer - Environmental,Male,Widowed,Oleh Miyom Shuvo,9/22/2022,LY28,Modern Orthodox,,
,,,2/16/2023,74,New York,Jerusalem,Veterinarian,Male,Married,Oleh,1/17/2022,LY28,Orthodox,Doctorate Degree,
,,,2/16/2023,73,New York,Jerusalem,Other,Female,Married,Oleh,1/17/2022,LY28,Orthodox,Bachelors Degree,
,,,2/16/2023,35,Massachusetts,Jerusalem,Programmer JAVA,Male,Single,Oleh Miyom Shuvo,5/4/2021,LY28,Modern Orthodox,,
,,,2/16/2023,41,New York,Jerusalem,Assistant Manager,Male,Married,Oleh,11/3/2022,LY28,Orthodox,,
,,,2/16/2023,59,Wyoming,Tel Aviv-Yafo,Non Profit,Female,Married,Oleh,6/14/2022,LY28,Conservative,,
,,,2/16/2023,41,Texas,Tel Aviv-Yafo,Real Estate - Property Manager,Male,Married,Oleh,1/4/2022,NK3161/LY18,Reform,,
,,,2/16/2023,68,New York,Tel Aviv-Yafo,Construction Management,Male,Divorced,Oleh,4/18/2022,LY28,Traditional,Associates Degree,
,,,2/16/2023,78,New York,Jerusalem,Lawyer,Male,Married,Oleh,8/31/2022,LY28,Modern Orthodox,JD,
,,,2/16/2023,77,New York,Jerusalem,Other,Female,Married,Oleh,8/31/2022,LY28,Modern Orthodox,,
,,,2/16/2023,59,Maine,Be'er Sheva,Database Administration,Female,Married,Oleh,12/12/2022,LY28,Traditional,,
,,,2/16/2023,61,Maine,Be'er Sheva,Rabbinate,Male,Married,Oleh,12/12/2022,LY28,Traditional,Masters Degree,
,,,2/16/2023,76,New Jersey,Jerusalem,Management Consultant,Male,Married,Oleh,9/12/2022,LY28,Orthodox,Bachelors Degree,
,,,2/16/2023,74,New Jersey,Jerusalem,Physician Retired,Female,Married,Oleh,9/12/2022,LY28,Orthodox,Bachelors Degree,
,,,2/16/2023,34,New York,Or Yehuda,Video Editor,Male,Single,Ezrach Oleh,11/21/2022,LY28,Conservative,Other,
,,,2/16/2023,63,New Jersey,Netanya,Nurse,Female,Married,Oleh,6/27/2022,LY28,Modern Orthodox,,
,,,2/16/2023,66,New Jersey,Netanya,Sales,Male,Married,Oleh,6/27/2022,LY28,Modern Orthodox,,
,,,2/16/2023,33,New York,Tel Aviv-Yafo,Account Manager,Male,Single,Ezrach Oleh,12/6/2022,LY28,Conservative,,
,,,2/16/2023,23,Maryland,Beit Shean,Criminology,Male,Single,Oleh,12/28/2022,LY28,Modern Orthodox,Associates Degree,
,,,2/20/2023,51,Quebec,Jerusalem,Other,Female,Separated,Oleh,7/20/2022,AC405/AC080,Orthodox,,
,,,2/20/2023,68,Ontario,Modi'in-Maccabim-Re'ut,Secretary,Female,Married,Oleh,12/16/2022,AC80,Modern Orthodox,,
,,,2/20/2023,68,Ontario,Modi'in-Maccabim-Re'ut,Real Estate - Property Manager,Male,Married,Oleh,12/16/2022,AC80,Modern Orthodox,,
,,,2/20/2023,25,Ontario,Tel Aviv-Yafo,Social Work,Female,Single,Ezrach Oleh,12/13/2022,AC80,Traditional,Bachelors Degree,
,,,2/20/2023,24,Ontario,Tel Aviv-Yafo,E-commerce,Male,Single,Oleh,9/30/2022,AC80,Conservative,Diploma/GED,
,,,2/20/2023,28,,Petah Tikva,,Male,Single,,,,Liberal,,
,,,2/20/2023,23,,Jerusalem,,Male,Single,,,,Orthodox,,
,,,2/21/2023,21,Connecticut,Jerusalem,,Female,Single,,,,Modern Orthodox,,
,,,2/21/2023,23,,Netanya,,Female,Single,,,,Modern Orthodox,,
,,,2/21/2023,78,,Ra'anana,Retirement,Female,Widowed,,8/23/2022,,Conservative,Other,
,,,2/21/2023,56,Florida,Tel Aviv-Yafo,Insurance,Female,Married,Oleh,12/5/2022,AA52,Conservative,,
,,,2/21/2023,61,Florida,Tel Aviv-Yafo,Law,Male,Married,Oleh,12/5/2022,AA52,Conservative,Bachelors Degree,
,,,2/21/2023,72,New Jersey,Jerusalem,Retirement,Female,Married,,,,,,
,,,2/21/2023,71,New Jersey,Jerusalem,Retirement,Male,Married,,,,,,
,,,2/21/2023,38,,Tel Aviv-Yafo,,Male,Married,,,,Masorti,,
,,,2/22/2023,61,New York,Jerusalem,Real Estate Developer,Male,Divorced,,,,Traditional,,
,,,2/22/2023,22,California,Kibbutz Lavi,Linguistics,Male,Single,,,,Conservative,,
,,,2/22/2023,28,New York,Tel Aviv-Yafo,Student,Male,Married,Oleh,11/2/2022,LY26,Modern Orthodox,Diploma/GED,
,,,2/22/2023,28,New York,Tel Aviv-Yafo,Social Work,Female,Married,Oleh,11/2/2022,LY26,Modern Orthodox,Bachelors Degree,
,,,2/22/2023,1,New York,Tel Aviv-Yafo,,Female,Child,Oleh,11/2/2022,LY26,Modern Orthodox,,
,,,2/22/2023,20,Quebec,Petah Tikva,Student,Male,Single,Katin Chozer,11/8/2022,AC411/AC80,Traditional,Other,
,,,2/22/2023,20,,,Student,Female,Single,,,,,Diploma/GED,
,,,2/23/2023,57,New York,Jerusalem,Sales,Female,Divorced,,,,Modern Orthodox,,
,,,2/23/2023,63,Maryland,Bat Yam,Lawyer,Female,Married,Oleh,6/21/2022,LY02,Reconstructionist,Doctorate Degree,
,,,2/23/2023,65,Maryland,Jerusalem,Physician,Male,Married,Oleh,10/27/2021,UA72,Modern Orthodox,Other,
,,,2/23/2023,56,Maryland,Jerusalem,Massage Therapist,Female,Married,Oleh,10/27/2021,UA72,Modern Orthodox,,
,,,2/23/2023,59,New York,Yad Binyamin,Student,Male,Divorced,Oleh,1/14/2022,LY02,Orthodox,,
,,,2/23/2023,33,New Jersey,Bet Shemesh,Lawyer,Male,Married,,5/23/2022,,Orthodox,JD,
,,,2/23/2023,63,New York,Jerusalem,Nurse,Female,Divorced,Oleh,12/8/2022,LY02,Frum,Other,
,,,2/23/2023,24,Pennsylvania,Jerusalem,Welder,Male,Single,Oleh,11/14/2022,LY02,Non-Affiliated,Diploma/GED,
,,,2/23/2023,24,New York,Jerusalem,Paralegal,Female,Single,Oleh,9/15/2022,LY02,Modern Orthodox,,
,,,2/23/2023,22,California,Jerusalem,Unemployed,Male,Single,Oleh,10/26/2022,LY02,Chabad,,
,,,2/23/2023,26,New York,Tel Aviv-Yafo,Data Scientist,Male,Single,Ezrach Oleh,11/9/2022,LY02,Conservative,,
,,,2/26/2023,56,Ohio,Jerusalem,Speech Therapist/Pathologist,Female,Married,,12/13/2022,,Modern Orthodox,Masters Degree,
,,,2/27/2023,34,California,,Finance - Investment,Female,Single,,,,Conservative,,
,,,2/27/2023,66,Ontario,Rishon LeTsiyon,Nurse,Male,Engaged,,,,Modern Orthodox,Diploma/GED,
,,,2/27/2023,30,Maryland,Modi'in-Maccabim-Re'ut,Programmer - Coding,Male,Single,,,,Non-Affiliated,,
,,,2/27/2023,18,Maryland,Haifa,,Male,Single,,,,,,
,,,2/28/2023,62,Washington,Jerusalem,Self Employed/Small Business,Male,Divorced,Oleh,10/27/2022,LY06,Modern Orthodox,,
,,,2/28/2023,44,California,Haifa,Entrepreneur,Male,Single,Oleh,10/7/2021,LY06,Conservative,,
,,,2/28/2023,79,Illinois,Modi'in-Maccabim-Re'ut,Law,Female,Married,Oleh,8/17/2022,UA140,Modern Orthodox,Doctorate Degree,
,,,2/28/2023,80,Illinois,Modi'in-Maccabim-Re'ut,Physician,Male,Married,Oleh,8/17/2022,UA140,Modern Orthodox,,
,,,3/1/2023,0,British Columbia,Nahariyya,,Male,Child,Ezrah Yelid Hul (katin/minor),7/5/2022,AC80,Modern Orthodox,,
,,,3/1/2023,7,British Columbia,Nahariyya,,Female,Child,Ezrah Yelid Hul (katin/minor),7/5/2022,AC80,Modern Orthodox,,
,,,3/1/2023,28,British Columbia,Nahariyya,Unemployed,Female,Married,Oleh,7/5/2022,AC80,Modern Orthodox,,
,,,3/1/2023,3,British Columbia,Nahariyya,,Female,Child,Ezrah Yelid Hul (katin/minor),7/5/2022,AC80,Modern Orthodox,,
,,,3/1/2023,6,British Columbia,Nahariyya,,Male,Child,Ezrah Yelid Hul (katin/minor),7/5/2022,AC80,Modern Orthodox,,
,,,3/1/2023,30,Maryland,Tel Aviv-Yafo,Education - English,Female,Single,Oleh,8/29/2022,LY18,Reform,Bachelors Degree,
,,,3/1/2023,30,,Jerusalem,,Male,Married,,,,Frum,,
,,,3/1/2023,37,,Jerusalem,Rabbinate,Male,Married,,,,Yeshivish,,
,,,3/1/2023,2,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,3/1/2023,37,,Jerusalem,Secretary,Female,Married,,,,Yeshivish,Diploma/GED,
,,,3/1/2023,4,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,3/1/2023,6,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,3/1/2023,8,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,3/1/2023,10,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,3/1/2023,12,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,3/1/2023,14,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,3/1/2023,65,Pennsylvania,Jerusalem,,Female,Separated,,,,Conservative,,
,,,3/1/2023,58,Ontario,Efrat,Homemaker,Female,Married,Ezrach Oleh,5/24/2022,AC80,Orthodox,Diploma/GED,
,,,3/1/2023,63,Ontario,Efrat,Entrepreneur,Male,Married,Oleh,5/24/2022,AC80,Orthodox,Diploma/GED,
,,,3/1/2023,22,California,Kfar Adumim,Unemployed,Male,Single,Oleh,6/21/2022,,Conservative,Diploma/GED,
,,,3/1/2023,18,Illinois,Jerusalem,Student,Female,Single,,,,Modern Orthodox,,
,,,3/1/2023,24,California,Bet Shemesh,Non Profit,Male,Married,,,,Modern Orthodox,,
,,,3/1/2023,21,Texas,Jerusalem,Unemployed,Male,Single,,,,Orthodox,,
,,,3/1/2023,18,,Betar Illit,Student,Male,Single,,,,Frum,,
,,,3/1/2023,55,Pennsylvania,Jerusalem,Public Health,Male,Single,,,,Modern Orthodox,Masters Degree,
,,,3/1/2023,26,,Jerusalem,Student,Male,Married,,,,Yeshivish,,
,,,3/1/2023,45,California,Tsfat,Sales,Male,Married,Oleh,12/15/2022,,Modern Orthodox,Associates Degree,
,,,3/1/2023,76,Nevada,Arad,Retirement,Male,Married,Oleh,12/22/2022,LY06,Reconstructionist,Associates Degree,
,,,3/1/2023,33,New York,Jerusalem,,Male,Single,,,,Other,,
,,,3/1/2023,29,,Jerusalem,,Male,Married,,,,Frum,,
,,,3/1/2023,25,Texas,Modi'in-Maccabim-Re'ut,Business,Female,Single,Katin Chozer,1/17/2023,LY18,Conservative,,
,,,3/1/2023,20,Georgia,Jerusalem,Student,Male,Single,,,,Modern Orthodox,Diploma/GED,
,,,3/1/2023,20,Florida,Moshav Kfar Pines,,Male,Single,,,,Modern Orthodox,,
,,,3/1/2023,48,Florida,Eilat,Real Estate Agent,Female,Married,Katin Chozer,1/19/2023,LY18,Modern Orthodox,,
,,,3/1/2023,6,Florida,Eilat,,Male,Child,Ezrah Yelid Hul (katin/minor),1/19/2023,LY18,Modern Orthodox,,
,,,3/1/2023,5,Florida,Eilat,,Male,Child,Ezrah Yelid Hul (katin/minor),1/19/2023,LY18,Modern Orthodox,,
,,,3/1/2023,5,Florida,Eilat,,Male,Child,Ezrah Yelid Hul (katin/minor),1/19/2023,LY18,Modern Orthodox,,
,,,3/1/2023,3,Florida,Eilat,,Female,Child,Ezrah Yelid Hul (katin/minor),1/19/2023,LY18,Modern Orthodox,,
,,,3/1/2023,18,,Jerusalem,,Female,Engaged,,,,Frum,,
,,,3/2/2023,63,New York,Mesillat Ziyyon,Therapy/Counseling,Male,Married,Oleh Miyom Shuvo,8/1/2022,LY18,Other,Bachelors Degree,
,,,3/2/2023,0,New Jersey,Efrat,,Female,Child,,1/23/2023,,Orthodox,,
,,,3/2/2023,29,New Jersey,Efrat,Psychologist - Clinical,Female,Married,,1/23/2023,,Orthodox,Bachelors Degree,
,,,3/2/2023,28,New Jersey,Efrat,Engineer - Mechanical,Male,Married,,1/23/2023,,Orthodox,Bachelors Degree,
,,,3/3/2023,18,California,Herzliya,Student,Male,Single,,,,Other,,
,,,3/4/2023,27,New York,Tel Aviv-Yafo,Project Manager,Female,Single,,2/28/2023,,Liberal,,
,,,3/7/2023,69,Texas,Rehovot,Engineer - Electrical,Male,Divorced,Oleh,12/6/2022,LY18,Liberal,Masters Degree,
,,,3/8/2023,74,New York,Herzliya,Rabbinate,Male,Married,Oleh,9/8/2022,UA85,Reconstructionist,Other,
,,,3/8/2023,24,Texas,Ra'anana,Software Engineer,Male,Single,Oleh,7/18/2022,AC80,Reform,,
,,,3/8/2023,60,Georgia,Netanya,Non Profit,Female,Married,Temporary Resident,,,Chabad,,
,,,3/9/2023,72,Florida,Netanya,Retirement,Male,Widowed,Oleh,6/23/2022,LY18,Orthodox,Diploma/GED,
,,,3/9/2023,82,Florida,Ramat Beit Shemesh,Retirement,Male,Married,Oleh,7/26/2022,LY18,Orthodox,,
,,,3/9/2023,39,Illinois,Afula,Operations,Male,Married,Oleh,6/8/2022,LY18,Reform,,
,,,3/9/2023,76,Florida,Jerusalem,Business,Male,Widowed,Oleh,12/14/2021,LY18,Reform,Masters Degree,
,,,3/10/2023,67,New Jersey,Jerusalem,Education Administration,Female,Married,Oleh,11/21/2022,LY28,Frum,Other,
,,,3/10/2023,72,New Jersey,Jerusalem,Education Other,Male,Married,Oleh,11/21/2022,LY28,Frum,Other,
,,,3/12/2023,23,Pennsylvania,Ashkelon,Student,Male,Single,Oleh,12/7/2022,LY26,Reform,,
,,,3/13/2023,20,Florida,Ein HaHoresh,Student,Female,Single,,,,Reform,,
,,,3/14/2023,75,California,Ashdod,Fashion,Female,Married,Oleh,10/3/2022,LY06,Conservative,Other,
,,,3/14/2023,73,California,Ashdod,Fashion,Male,Married,Oleh,10/3/2022,LY06,Conservative,Other,
,,,3/14/2023,44,California,Tel Aviv-Yafo,Lawyer,Female,Divorced,Oleh,6/15/2021,LY06,Other,,
,,,3/14/2023,19,California,Jerusalem,Student,Female,Single,Oleh,2/15/2023,LY06,Chabad,High School,
,,,3/14/2023,71,California,Bet Shemesh,Retirement,Female,Married,Oleh,11/23/2022,LY06,Orthodox,,
,,,3/14/2023,80,California,Bet Shemesh,Retirement,Male,Married,Oleh,11/23/2022,LY06,Orthodox,Masters Degree,
,,,3/15/2023,79,New York,Modi'in-Maccabim-Re'ut,Assistant Manager,Male,Married,Oleh,4/29/2022,LY28,Modern Orthodox,Masters Degree,
,,,3/15/2023,76,New Jersey,Jerusalem,Retirement,Female,Single,Oleh,9/16/2022,LY28,Orthodox,,
,,,3/15/2023,20,Ontario,Herzliya,Student,Female,Single,,,,Modern Orthodox,,
,,,3/15/2023,61,Maine,Petah Tikva,Education Administration,Female,Divorced,Oleh,12/29/2022,LY28,Traditional,,
,,,3/15/2023,56,New Hampshire,Jerusalem,Admin Assistant,Female,Married,Oleh,12/29/2022,LY28,Modern Orthodox,,
,,,3/15/2023,68,New Hampshire,Jerusalem,Electrician,Male,Married,Oleh,12/29/2022,LY28,Modern Orthodox,,
,,,3/15/2023,94,California,Ra'anana,Physician,Male,Widowed,,,,Conservative,,
,,,3/15/2023,63,Florida,Ra'anana,Retirement,Female,Married,,,,Orthodox,Doctorate Degree,
,,,3/15/2023,65,Florida,Ra'anana,Retirement,Male,Married,,,,Orthodox,,
,,,3/15/2023,30,Georgia,Jerusalem,Programmer - Coding,Male,Single,Oleh,8/29/2022,LY28,Orthodox,,
,,,3/15/2023,67,Ontario,Jerusalem,CEO,Male,Married,Oleh,11/2/2022,LY28,Conservative,Diploma/GED,
,,,3/15/2023,83,New York,Jerusalem,Other,Female,Divorced,Oleh,1/17/2023,LY28,Conservative,,
,,,3/15/2023,39,Ontario,Jerusalem,Lawyer,Male,Single,Oleh,11/14/2022,LY28,Orthodox,Bachelors Degree,
,,,3/15/2023,27,New York,Rehovot,Student,Female,Single,Oleh,6/7/2022,LY28,Non-Affiliated,Bachelors Degree,
,,,3/15/2023,31,New York,Bet Shemesh,Software Engineer,Male,Married,Oleh,11/28/2022,LY28,Modern Orthodox,Bachelors Degree,
,,,3/15/2023,28,New York,Bet Shemesh,Web Developer,Female,Married,Oleh,11/28/2022,LY28,Modern Orthodox,,
,,,3/15/2023,1,New York,Bet Shemesh,,Male,Child,Oleh,11/28/2022,LY28,Modern Orthodox,,
,,,3/15/2023,64,Maryland,Netanya,Physician,Male,Married,Oleh,12/1/2022,LY28,Modern Orthodox,MD,
,,,3/15/2023,64,Maryland,Netanya,Skilled Work,Female,Married,Oleh,12/1/2022,LY28,Modern Orthodox,,
,,,3/15/2023,24,New Jersey,Ramat Gan,Unemployed,Male,Single,,,,Reconstructionist,,
,,,3/15/2023,25,Tennessee,Haifa,Student,Female,Single,Oleh,10/6/2022,LY28,Reform,,
,,,3/15/2023,72,Maryland,Jerusalem,Retirement,Female,Married,Oleh,1/19/2023,LY28,Modern Orthodox,Masters Degree,
,,,3/15/2023,73,Maryland,Jerusalem,Retirement,Male,Married,Oleh,1/19/2023,LY28,Modern Orthodox,Masters Degree,
,,,3/15/2023,18,,Jerusalem,,Female,Single,,,,Frum,,
,,,3/15/2023,70,Pennsylvania,Jerusalem,Finance - CFO,Male,Married,Oleh Miyom Shuvo,12/8/2022,LY28,Orthodox,,
,,,3/15/2023,68,Pennsylvania,Jerusalem,Operations,Female,Married,Oleh,12/8/2022,LY28,Orthodox,Masters Degree,
,,,3/15/2023,25,New York,Ashkelon,Software Engineer,Female,Married,,,,Orthodox,,
,,,3/15/2023,84,California,Bet Shemesh,Jewelry/Diamonds,Male,Widowed,Oleh,11/14/2022,LY28,Frum,,
,,,3/15/2023,38,,Tel Aviv-Yafo,,Male,Single,,,,Other,,
,,,3/15/2023,25,California,Tel Aviv-Yafo,Yoga Instructor,Female,Separated,,,,Reform,,
,,,3/15/2023,21,,Jerusalem,,Male,Single,,,,Orthodox,,
,,,3/15/2023,27,Maryland,Tel Aviv-Yafo,Management Consultant,Male,Single,,,,Non-Affiliated,,
,,,3/15/2023,22,Florida,Karnei Shomron,,Male,Single,,,,Reform,Diploma/GED,
,,,3/15/2023,59,Virginia,Tel Aviv-Yafo,Medical Devices,Male,Divorced,Oleh,1/3/2023,LY28,Conservative,MD,
,,,3/15/2023,47,Florida,Tel Aviv-Yafo,Actor,Female,Divorced,,,,Non-Affiliated,Other,
,,,3/15/2023,69,New York,Bet Shemesh,Education - Special,Male,Married,,12/14/2022,LY28,Modern Orthodox,Masters Degree,
,,,3/15/2023,64,New York,Bet Shemesh,Homemaker,Female,Married,,12/14/2022,LY28,Modern Orthodox,,
,,,3/15/2023,31,,Tel Aviv-Yafo,,Female,Married,,,,Modern Orthodox,,
,,,3/15/2023,32,,Tel Aviv-Yafo,Hi Tech General,Male,Married,,,,Modern Orthodox,,
,,,3/15/2023,42,New York,Tel Aviv-Yafo,Writer,Male,Married,Oleh,12/1/2022,LY28,Non-Affiliated,Other,
,,,3/15/2023,23,Ontario,Tel Aviv-Yafo,,Female,Single,,,,Modern Orthodox,,
,,,3/15/2023,5,,Jerusalem,,Female,Child,,6/26/2018,,Orthodox,,
,,,3/15/2023,34,,Jerusalem,Software Engineer,Male,Married,,6/26/2018,,Orthodox,Bachelors Degree,
,,,3/15/2023,34,,Jerusalem,Student,Female,Married,,6/26/2018,,Orthodox,Bachelors Degree,
,,,3/16/2023,69,Ohio,Ashkelon,Academia,Female,Widowed,,,,Reconstructionist,Bachelors Degree,
,,,3/16/2023,30,South Carolina,,Management,Male,Single,,,,Modern Orthodox,,
,,,3/16/2023,18,Massachusetts,Ra'anana,,Female,Single,,,,Reform,,
,,,3/19/2023,44,New York,Betar Illit,Finance - Investment,Male,Single,,,,Frum,Diploma/GED,
,,,3/21/2023,31,New York,Jerusalem,Education - English,Female,Single,Ezrach Oleh,2/7/2023,UA90,Modern Orthodox,Bachelors Degree,
,,,3/21/2023,35,New Jersey,Jerusalem,Artist,Male,Single,,,,Other,Diploma/GED,
,,,3/21/2023,30,California,Jerusalem,Administration,Female,Single,Oleh,1/11/2023,LY06,Traditional,Associates Degree,
,,,3/22/2023,80,Florida,Herzliya,Retirement,Female,Widowed,,,,Orthodox,Associates Degree,
,,,3/22/2023,69,New York,Jerusalem,Physician,Male,Married,,3/4/2022,,Orthodox,,
,,,3/22/2023,24,New York,Jerusalem,Brand Marketing Manager,Male,Single,,,,Chabad,Bachelors Degree,
,,,3/22/2023,27,Florida,Tel Aviv-Yafo,Marketing Communications,Female,Single,,,,Conservative,,
,,,3/22/2023,24,,Bnei Brak,,Male,Married,,,,Ultra Orthodox,,
,,,3/22/2023,28,,Tel Aviv-Yafo,Waiter,Male,Single,,,,Reform,,
,,,3/22/2023,5,,Jerusalem,,Male,Child,,,,Ultra Orthodox,,
,,,3/22/2023,28,,Jerusalem,Student,Female,Married,,,,Ultra Orthodox,,
,,,3/22/2023,3,,Jerusalem,,Male,Child,,,,Ultra Orthodox,,
,,,3/22/2023,72,Michigan,Jerusalem,Lawyer,Male,Divorced,,,,Modern Orthodox,JD,
,,,3/22/2023,1,,Modi'in Ilit,,Male,Child,,,,Yeshivish,,
,,,3/22/2023,9,,Modi'in Ilit,,Male,Child,,,,Yeshivish,,
,,,3/22/2023,34,,Modi'in Ilit,Telemarketing,Female,Married,,,,Yeshivish,,
,,,3/22/2023,36,,Modi'in Ilit,Student,Male,Married,,,,Yeshivish,,
,,,3/22/2023,7,,Modi'in Ilit,,Female,Child,,,,Yeshivish,,
,,,3/22/2023,5,,Modi'in Ilit,,Male,Child,,,,Yeshivish,,
,,,3/22/2023,3,,Modi'in Ilit,,Male,Child,,,,Yeshivish,,
,,,3/22/2023,22,New York,Tel Aviv-Yafo,,Female,Single,,,,Modern Orthodox,,
,,,3/22/2023,24,New York,Netanya,Athlete,Male,Single,,,,Conservative,Masters Degree,
,,,3/22/2023,73,Rhode Island,Ra'anana,Rabbinate,Male,Married,,12/22/2022,,Conservative,Masters Degree,
,,,3/22/2023,73,Rhode Island,Ra'anana,Education Other,Female,Married,,12/22/2022,,Conservative,Bachelors Degree,
,,,3/22/2023,61,California,Jerusalem,Writer,Female,Married,,12/21/2022,,Modern Orthodox,Masters Degree,
,,,3/22/2023,23,Quebec,Meitar,Software Engineer,Male,Single,Oleh,,,Modern Orthodox,,
,,,3/22/2023,30,,Jerusalem,,Male,Married,,,,Chasidish,,
,,,3/22/2023,21,,Jerusalem,,Female,Single,,,,Frum,,
,,,3/22/2023,21,New Jersey,Jerusalem,Other,Male,Single,,,,Orthodox,,
,,,3/22/2023,21,Florida,Ma'ale Adumim,Education - Jewish,Male,Single,,,,Frum,,
,,,3/22/2023,28,Ontario,Jerusalem,Student,Male,Single,,,,Other,,
,,,3/22/2023,24,,Jerusalem,,Female,Married,,,,Other,,
,,,3/22/2023,23,,Jerusalem,,Female,Single,Oleh,,,Orthodox,,
,,,3/22/2023,48,Massachusetts,Be'er Sheva,Software Architect,Male,Married,,,,Orthodox,Bachelors Degree,
,,,3/22/2023,27,New York,Manhattan,Social Work,Female,Single,,10/13/2022,,Reform,Bachelors Degree,
,,,3/22/2023,26,British Columbia,Netanya,Other,Female,Single,,,,Conservative,,
,,,3/22/2023,71,California,Ra'anana,Computer Technician,Male,Married,Oleh Miyom Shuvo,12/27/2022,UA90,Modern Orthodox,Masters Degree,
,,,3/22/2023,69,California,Ra'anana,Non Profit,Female,Married,Oleh,12/27/2022,UA90,Modern Orthodox,Masters Degree,
,,,3/22/2023,18,,Modi'in Ilit,Student,Female,Single,,,,Orthodox,,
,,,3/22/2023,74,New York,Jerusalem,Retirement,Male,Married,,,,Orthodox,,
,,,3/22/2023,76,New York,Jerusalem,Retirement,Female,Married,,,,Orthodox,,
,,,3/22/2023,59,California,Jerusalem,Engineer - Mechanical,Male,Married,,,,Frum,,
,,,3/22/2023,23,New Jersey,Jerusalem,Student,Female,Single,,,,Orthodox,Diploma/GED,
,,,3/22/2023,19,,Jerusalem,,Female,Single,,,,Frum,,
,,,3/22/2023,41,,Tel Aviv-Yafo,,Female,Single,,,,Reform,,
,,,3/22/2023,22,,Betar Illit,Student,Male,Married,,,,Yeshivish,,
,,,3/22/2023,33,New Jersey,Tel Aviv-Yafo,Other,Female,Single,,,,Reform,,
,,,3/22/2023,31,,Betar Illit,Kollel,Male,Married,,,,Orthodox,,
,,,3/22/2023,24,,Jerusalem,,Male,Married,,,,Frum,,
,,,3/22/2023,25,,Jerusalem,,Female,Married,,,,Frum,,
,,,3/22/2023,3,,Jerusalem,,Female,Child,,,,Frum,,
,,,3/22/2023,2,,Jerusalem,,Male,Child,,,,Frum,,
,,,3/22/2023,36,,Ma'ale Amos,Education Other,Male,Married,,,,Yeshivish,,
,,,3/22/2023,74,Pennsylvania,Mitzpe Ramon,Management,Male,Married,,,,Conservative,Masters Degree,
,,,3/22/2023,22,New York,Kfar Masaryk,,Female,Single,,,,Traditional,,
,,,3/22/2023,69,New York,Jerusalem,,Female,Married,,,,Yeshivish,,
,,,3/22/2023,19,Florida,Eilat,Student,Female,Single,,,,Modern Orthodox,,
,,,3/22/2023,64,,Jerusalem,,Female,Married,,,,Frum,,
,,,3/22/2023,25,Florida,Tel Aviv-Yafo,Software Engineer,Male,Single,,,,Liberal,,
,,,3/22/2023,3,,Bnei Brak,,Male,Child,,,,Frum,,
,,,3/22/2023,1,,Bnei Brak,,Female,Child,,,,Frum,,
